state,district,city_name,latitude,longitude,population,source
"Jharkhand","Giridih","Giridih","24.1821391","86.2869507","143529","Vynex Indian Cities Geodata"
"Uttar Pradesh","Sambhal","Chandausi","28.4480507","78.7796105","114254","Vynex Indian Cities Geodata"
"West Bengal","Purulia","Purulia","23.3320779","86.365208","126894","Vynex Indian Cities Geodata"
"Gujarat","Patan","Patan","23.8493246","72.1266255","125497","Vynex Indian Cities Geodata"
"Bihar","West Champaran","Bagaha","27.128635","84.062203","113012","Vynex Indian Cities Geodata"
"Uttar Pradesh","Hardoi","Hardoi ","27.3986345","80.1316927","197046","Vynex Indian Cities Geodata"
"Maharashtra","Amravati","Achalpur","21.257584","77.5086754","112293","Vynex Indian Cities Geodata"
"Maharashtra","Osmanabad","Osmanabad","18.1860659","76.0419409","112085","Vynex Indian Cities Geodata"
"Gujarat","Banaskantha","Deesa","24.2585031","72.1906721","111149","Vynex Indian Cities Geodata"
"Maharashtra","Nandurbar","Nandurbar","21.3755507","74.2427644","329786","Vynex Indian Cities Geodata"
"Uttar Pradesh","Azamgarh","Azamgarh","26.0737044","83.1859458","116165","Vynex Indian Cities Geodata"
"Jharkhand","Ramgarh","Ramgarh","23.6332243","85.5148735","132441","Vynex Indian Cities Geodata"
"Punjab","Firozpur","Firozpur","30.9331348","74.6224755","110091","Vynex Indian Cities Geodata"
"Odisha","","Baripada Town","","","","Existing IRTMS India city catalog"
"Karnataka","","Karwar","","","","Existing IRTMS India city catalog"
"Bihar","Siwan","Siwan","26.2196205","84.3566593","134458","Vynex Indian Cities Geodata"
"Andhra Pradesh","","Rajampet","","","","Existing IRTMS India city catalog"
"Tamil Nadu","Pudukkottai","Pudukkottai","10.379663","78.8208454","143745","Vynex Indian Cities Geodata"
"Jammu and Kashmir","Anantnag","Anantnag","33.704949","75.247874","108505","Vynex Indian Cities Geodata"
"Andhra Pradesh","","Tadpatri","","","","Existing IRTMS India city catalog"
"Maharashtra","Satara","Satara","17.6804639","74.018261","149335","Vynex Indian Cities Geodata"
"Odisha","Bhadrak","Bhadrak","21.0582737","86.4958396","129152","Vynex Indian Cities Geodata"
"Bihar","Kishanganj","Kishanganj","26.0917422","87.9383822","107076","Vynex Indian Cities Geodata"
"Telangana","Nalgonda","Suryapet","17.143132","79.630418","105531","Vynex Indian Cities Geodata"
"Maharashtra","Wardha","Wardha","20.745319","78.6021946","106444","Vynex Indian Cities Geodata"
"Karnataka","Haveri","Ranebennuru","14.6113428","75.6382657","106365","Vynex Indian Cities Geodata"
"Gujarat","Amreli","Amreli","21.6031774","71.2220832","105573","Vynex Indian Cities Geodata"
"Tamil Nadu","","Neyveli (TS)","","","","Existing IRTMS India city catalog"
"Bihar","Munger","Jamalpur","25.312717","86.4906091","105221","Vynex Indian Cities Geodata"
"Goa","","Marmagao","","","","Existing IRTMS India city catalog"
"Maharashtra","Latur","Udgir","18.3942882","77.1126009","91933","Vynex Indian Cities Geodata"
"Andhra Pradesh","West","Tadepalligudem","16.8138415","81.521241","103906","Vynex Indian Cities Geodata"
"Tamil Nadu","Nagapattinam","Nagapattinam","10.7656082","79.8423888","102905","Vynex Indian Cities Geodata"
"Bihar","Buxar","Buxar","25.5647103","83.9777482","110608","Vynex Indian Cities Geodata"
"Maharashtra","Aurangabad","Aurangabad","19.8761653","75.3433139","1171330","Vynex Indian Cities Geodata"
"Bihar","Jehanabad","Jehanabad","25.2139287","84.9895549","102456","Vynex Indian Cities Geodata"
"Punjab","Kapurthala","Phagwara","31.2240198","75.7708013","97864","Vynex Indian Cities Geodata"
"Uttar Pradesh","Aligarh","Khair","27.9391956","77.8424456","102106","Vynex Indian Cities Geodata"
"Rajasthan","Sawai Madhopur","Sawai Madhopur","26.0377772","76.3521514","121106","Vynex Indian Cities Geodata"
"Punjab","Kapurthala","Kapurthala","31.367197","75.374504","101654","Vynex Indian Cities Geodata"
"Andhra Pradesh","Guntur","Chilakaluripet","16.0924301","80.1623948","101398","Vynex Indian Cities Geodata"
"Bihar","Aurangabad","Aurangabad","24.7457189","84.3804888","101520","Vynex Indian Cities Geodata"
"Kerala","Malappuram","Malappuram","11.0731819","76.0739999","101386","Vynex Indian Cities Geodata"
"Haryana","Rewari","Rewari","28.1927631","76.6239423","140864","Vynex Indian Cities Geodata"
"Rajasthan","Nagaur","Nagaur","27.1991222","73.740924","110797","Vynex Indian Cities Geodata"
"Uttar Pradesh","Sultanpur","Sultanpur","26.2647757","82.0727061","116211","Vynex Indian Cities Geodata"
"Madhya Pradesh","Ujjain","Nagda","23.4454599","75.4169918","100036","Vynex Indian Cities Geodata"
"Andaman and Nicobar Islands","South Andaman","Port Blair","11.6233774","92.7264828","108058","Vynex Indian Cities Geodata"
"Bihar","Lakhisarai","Lakhisarai","25.1673614","86.0988253","99931","Vynex Indian Cities Geodata"
"Goa","North Goa","Panaji","15.4909301","73.8278496","114405","Vynex Indian Cities Geodata"
"Assam","Tinsukia","Tinsukia","27.4921909","95.346775","125637","Vynex Indian Cities Geodata"
"Madhya Pradesh","Hoshangabad","Itarsi","22.6054858","77.753544","114430","Vynex Indian Cities Geodata"
"Nagaland","Kohima","Kohima","25.6585963","94.1053307","99039","Vynex Indian Cities Geodata"
"Odisha","Balangir","Balangir","20.7074234","83.4842725","98238","Vynex Indian Cities Geodata"
"Bihar","Nawada","Nawada","24.877299","85.538434","118820","Vynex Indian Cities Geodata"
"Odisha","Jharsuguda","Jharsuguda","21.8554375","84.0061661","97730","Vynex Indian Cities Geodata"
"Telangana","Karimnagar","Jagtial","18.788321","78.913899","96470","Vynex Indian Cities Geodata"
"Tamil Nadu","Viluppuram","Viluppuram","11.9368897","79.4872619","96253","Vynex Indian Cities Geodata"
"Maharashtra","Jalgaon","Amalner","21.0419208","75.0581943","96000","Vynex Indian Cities Geodata"
"Punjab","Mohali","Zirakpur","30.6425496","76.8173359","95553","Vynex Indian Cities Geodata"
"Uttar Pradesh","Ambedkar Nagar","Tanda","26.5432647","82.6645469","109539","Vynex Indian Cities Geodata"
"Tamil Nadu","Namakkal","Tiruchengode","11.378665","77.894975","95335","Vynex Indian Cities Geodata"
"Uttar Pradesh","Bijnor","Nagina","29.4426409","78.4326638","95246","Vynex Indian Cities Geodata"
"Andhra Pradesh","","Yemmiganur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","Vellore","Vaniyambadi","12.6950325","78.6218853","195061","Vynex Indian Cities Geodata"
"Madhya Pradesh","","Sarni","","","","Existing IRTMS India city catalog"
"Tamil Nadu","Theni","Theni Allinagaram","10.010262","77.476819","94453","Vynex Indian Cities Geodata"
"Goa","South Goa","Margao","15.2832187","73.986191","87650","Vynex Indian Cities Geodata"
"Maharashtra","Akola","Akot","21.0973361","77.053568","92637","Vynex Indian Cities Geodata"
"Madhya Pradesh","Sehore","Sehore","23.205012","77.0850781","109025","Vynex Indian Cities Geodata"
"Madhya Pradesh","","Mhow Cantonment","","","","Existing IRTMS India city catalog"
"Punjab","","Kot Kapura","","","","Existing IRTMS India city catalog"
"Rajasthan","Nagaur","Makrana","27.0285581","74.714621","116295","Vynex Indian Cities Geodata"
"Maharashtra","Solapur","Pandharpur","17.6745535","75.3237262","140000","Vynex Indian Cities Geodata"
"Telangana","Nalgonda","Miryalaguda","16.862087","79.554051","103817","Vynex Indian Cities Geodata"
"Uttar Pradesh","Shamli","Shamli","29.4507575","77.3152116","107233","Vynex Indian Cities Geodata"
"Madhya Pradesh","Seoni","Seoni","22.0868691","79.5434841","102377","Vynex Indian Cities Geodata"
"Karnataka","","Ranibennur","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Kadiri","","","","Existing IRTMS India city catalog"
"Maharashtra","","Shrirampur","","","","Existing IRTMS India city catalog"
"Uttarakhand","Udham Singh Nagar","Rudrapur","28.9875082","79.4141214","154485","Vynex Indian Cities Geodata"
"Maharashtra","Beed","Parli","18.8453169","76.5198462","88510","Vynex Indian Cities Geodata"
"Uttar Pradesh","Bijnor","Najibabad","29.6127789","78.3446003","88535","Vynex Indian Cities Geodata"
"Telangana","","Nirmal","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Udhagamandalam","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","Firozabad","Shikohabad","27.110254","78.573784","107300","Vynex Indian Cities Geodata"
"Jharkhand","","Jhumri Tilaiya","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Aruppukkottai","","","","Existing IRTMS India city catalog"
"Kerala","Malappuram","Ponnani","10.7677201","75.9259013","90374","Vynex Indian Cities Geodata"
"Bihar","","Jamui","","","","Existing IRTMS India city catalog"
"Bihar","Sitamarhi","Sitamarhi","26.5952476","85.4808393","105924","Vynex Indian Cities Geodata"
"Andhra Pradesh","","Chirala","","","","Existing IRTMS India city catalog"
"Gujarat","","Anjar","","","","Existing IRTMS India city catalog"
"Puducherry","Karaikal","Karaikal","10.9254398","79.8380056","86838","Vynex Indian Cities Geodata"
"Haryana","","Hansi","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Anakapalle","","","","Existing IRTMS India city catalog"
"Chhattisgarh","Mahasamund","Mahasamund","21.1091317","82.0979023","96850","Vynex Indian Cities Geodata"
"Punjab","","Faridkot","","","","Existing IRTMS India city catalog"
"Jharkhand","","Saunda","","","","Existing IRTMS India city catalog"
"Gujarat","","Dhoraji","","","","Existing IRTMS India city catalog"
"Tamil Nadu","Ramanathapuram","Paramakudi","9.5483949","78.5916335","95579","Vynex Indian Cities Geodata"
"Madhya Pradesh","Balaghat","Balaghat","21.812876","80.1838293","93231","Vynex Indian Cities Geodata"
"Rajasthan","Churu","Sujangarh","27.7044756","74.4642861","101528","Vynex Indian Cities Geodata"
"Gujarat","Anand","Khambhat","22.316748","72.624144","183830","Vynex Indian Cities Geodata"
"Punjab","","Muktsar","","","","Existing IRTMS India city catalog"
"Punjab","Patiala","Rajpura","30.483997","76.5939516","92193","Vynex Indian Cities Geodata"
"Andhra Pradesh","","Kavali","","","","Existing IRTMS India city catalog"
"Chhattisgarh","Dhamtari","Dhamtari","20.7014999","81.5541579","101677","Vynex Indian Cities Geodata"
"Madhya Pradesh","","Ashok Nagar","","","","Existing IRTMS India city catalog"
"Rajasthan","Churu","Sardarshahar","28.440419","74.493705","95911","Vynex Indian Cities Geodata"
"Gujarat","Bhavnagar","Mahuva","21.0902193","71.7563169","98519","Vynex Indian Cities Geodata"
"Odisha","","Bargarh","","","","Existing IRTMS India city catalog"
"Telangana","","Kamareddy","","","","Existing IRTMS India city catalog"
"Jharkhand","Sahibganj","Sahibganj","25.2381216","87.6453592","80154","Vynex Indian Cities Geodata"
"Telangana","Khammam","Kothagudem","17.6335295","81.0395821","79819","Vynex Indian Cities Geodata"
"Karnataka","","Ramanagaram","","","","Existing IRTMS India city catalog"
"Karnataka","","Gokak","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Tikamgarh","","","","Existing IRTMS India city catalog"
"Bihar","","Araria","","","","Existing IRTMS India city catalog"
"Uttarakhand","Dehradun","Rishikesh","30.0869281","78.2676116","102138","Vynex Indian Cities Geodata"
"Madhya Pradesh","","Shahdol","","","","Existing IRTMS India city catalog"
"Jharkhand","","Medininagar (Daltonganj)","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Arakkonam","","","","Existing IRTMS India city catalog"
"Maharashtra","","Washim","","","","Existing IRTMS India city catalog"
"Punjab","","Sangrur","","","","Existing IRTMS India city catalog"
"Telangana","","Bodhan","","","","Existing IRTMS India city catalog"
"Punjab","","Fazilka","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Palacole","","","","Existing IRTMS India city catalog"
"Gujarat","","Keshod","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Sullurpeta","","","","Existing IRTMS India city catalog"
"Gujarat","","Wadhwan","","","","Existing IRTMS India city catalog"
"Punjab","","Gurdaspur","","","","Existing IRTMS India city catalog"
"Kerala","","Vatakara","","","","Existing IRTMS India city catalog"
"Meghalaya","","Tura","","","","Existing IRTMS India city catalog"
"Haryana","","Narnaul","","","","Existing IRTMS India city catalog"
"Punjab","","Kharar","","","","Existing IRTMS India city catalog"
"Karnataka","","Yadgir","","","","Existing IRTMS India city catalog"
"Maharashtra","","Ambejogai","","","","Existing IRTMS India city catalog"
"Gujarat","Bharuch","Ankleshwar","21.6264236","73.0151984","140839","Vynex Indian Cities Geodata"
"Gujarat","","Savarkundla","","","","Existing IRTMS India city catalog"
"Odisha","","Paradip","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Virudhachalam","","","","Existing IRTMS India city catalog"
"Kerala","","Kanhangad","","","","Existing IRTMS India city catalog"
"Gujarat","","Kadi","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Srivilliputhur","","","","Existing IRTMS India city catalog"
"Punjab","","Gobindgarh","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tindivanam","","","","Existing IRTMS India city catalog"
"Punjab","","Mansa","","","","Existing IRTMS India city catalog"
"Kerala","","Taliparamba","","","","Existing IRTMS India city catalog"
"Maharashtra","","Manmad","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Tanuku","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Rayachoti","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Virudhunagar","","","","Existing IRTMS India city catalog"
"Kerala","","Koyilandy","","","","Existing IRTMS India city catalog"
"Assam","Jorhat","Jorhat","26.7465203","94.2025859","153249","Vynex Indian Cities Geodata"
"Tamil Nadu","","Karur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Valparai","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Srikalahasti","","","","Existing IRTMS India city catalog"
"Kerala","","Neyyattinkara","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Bapatla","","","","Existing IRTMS India city catalog"
"Haryana","","Fatehabad","","","","Existing IRTMS India city catalog"
"Punjab","","Malout","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Sankarankovil","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tenkasi","","","","Existing IRTMS India city catalog"
"Maharashtra","","Ratnagiri","","","","Existing IRTMS India city catalog"
"Karnataka","","Rabkavi Banhatti","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sikandrabad","","","","Existing IRTMS India city catalog"
"Jharkhand","","Chaibasa","","","","Existing IRTMS India city catalog"
"Chhattisgarh","Koriya","Chirmiri","23.1879502","82.354162","103575","Vynex Indian Cities Geodata"
"Telangana","","Palwancha","","","","Existing IRTMS India city catalog"
"Odisha","","Bhawanipatna","","","","Existing IRTMS India city catalog"
"Kerala","","Kayamkulam","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","Dhar","Pithampur","22.613252","75.6822899","126099","Vynex Indian Cities Geodata"
"Punjab","","Nabha","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Shahabad, Hardoi","","","","Existing IRTMS India city catalog"
"Odisha","","Dhenkanal","","","","Existing IRTMS India city catalog"
"Maharashtra","","Uran Islampur","","","","Existing IRTMS India city catalog"
"Bihar","","Gopalganj","","","","Existing IRTMS India city catalog"
"Assam","","Bongaigaon City","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Palani","","","","Existing IRTMS India city catalog"
"Maharashtra","","Pusad","","","","Existing IRTMS India city catalog"
"Jammu and Kashmir","","Sopore","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Pilkhuwa","","","","Existing IRTMS India city catalog"
"Punjab","","Tarn Taran","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Renukoot","","","","Existing IRTMS India city catalog"
"Telangana","","Mandamarri","","","","Existing IRTMS India city catalog"
"Karnataka","","Shahabad","","","","Existing IRTMS India city catalog"
"Odisha","","Barbil","","","","Existing IRTMS India city catalog"
"Telangana","","Koratla","","","","Existing IRTMS India city catalog"
"Bihar","","Madhubani","","","","Existing IRTMS India city catalog"
"West Bengal","","Arambagh","","","","Existing IRTMS India city catalog"
"Haryana","","Gohana","","","","Existing IRTMS India city catalog"
"Rajasthan","","Ladnu","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Pattukkottai","","","","Existing IRTMS India city catalog"
"Karnataka","","Sirsi","","","","Existing IRTMS India city catalog"
"Telangana","","Sircilla","","","","Existing IRTMS India city catalog"
"West Bengal","","Tamluk","","","","Existing IRTMS India city catalog"
"Punjab","","Jagraon","","","","Existing IRTMS India city catalog"
"West Bengal","","AlipurdUrban Agglomerationr","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Alirajpur","","","","Existing IRTMS India city catalog"
"Telangana","","Tandur","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Naidupet","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tirupathur","","","","Existing IRTMS India city catalog"
"Haryana","","Tohana","","","","Existing IRTMS India city catalog"
"Rajasthan","","Ratangarh","","","","Existing IRTMS India city catalog"
"Assam","Dhubri","Dhubri","26.0206982","89.9743463","109234","Vynex Indian Cities Geodata"
"Bihar","","Masaurhi","","","","Existing IRTMS India city catalog"
"Gujarat","","Visnagar","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Vrindavan","","","","Existing IRTMS India city catalog"
"Rajasthan","","Nokha","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Nagari","","","","Existing IRTMS India city catalog"
"Haryana","","Narwana","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Ramanathapuram","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","Budaun","Ujhani","28.0003235","79.0051685","126000","Vynex Indian Cities Geodata"
"Bihar","","Samastipur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Laharpur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Sangamner","","","","Existing IRTMS India city catalog"
"Rajasthan","","Nimbahera","","","","Existing IRTMS India city catalog"
"Telangana","Medak","Siddipet","18.101864","78.851948","113358","Vynex Indian Cities Geodata"
"West Bengal","","Suri","","","","Existing IRTMS India city catalog"
"Assam","","Diphu","","","","Existing IRTMS India city catalog"
"West Bengal","","Jhargram","","","","Existing IRTMS India city catalog"
"Maharashtra","","Shirpur-Warwade","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Tilhar","","","","Existing IRTMS India city catalog"
"Karnataka","","Sindhnur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Udumalaipettai","","","","Existing IRTMS India city catalog"
"Maharashtra","","Malkapur","","","","Existing IRTMS India city catalog"
"Telangana","","Wanaparthy","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Gudur","","","","Existing IRTMS India city catalog"
"Odisha","","Kendujhar","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Mandla","","","","Existing IRTMS India city catalog"
"Himachal Pradesh","","Mandi","","","","Existing IRTMS India city catalog"
"Kerala","","Nedumangad","","","","Existing IRTMS India city catalog"
"Assam","","North Lakhimpur","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Vinukonda","","","","Existing IRTMS India city catalog"
"Karnataka","","Tiptur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Gobichettipalayam","","","","Existing IRTMS India city catalog"
"Odisha","","Sunabeda","","","","Existing IRTMS India city catalog"
"Maharashtra","","Wani","","","","Existing IRTMS India city catalog"
"Gujarat","","Upleta","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Narasapuram","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Nuzvid","","","","Existing IRTMS India city catalog"
"Assam","Sonitpur","Tezpur","26.6528495","92.7925592","100477","Vynex Indian Cities Geodata"
"Gujarat","","Una","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Markapur","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sheopur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Thiruvarur","","","","Existing IRTMS India city catalog"
"Gujarat","","Sidhpur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","Budaun","Sahaswan","28.0724712","78.7561222","114921","Vynex Indian Cities Geodata"
"Rajasthan","","Suratgarh","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Shajapur","","","","Existing IRTMS India city catalog"
"Odisha","","Rayagada","","","","Existing IRTMS India city catalog"
"Maharashtra","","Lonavla","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Ponnur","","","","Existing IRTMS India city catalog"
"Telangana","","Kagaznagar","","","","Existing IRTMS India city catalog"
"Telangana","","Gadwal","","","","Existing IRTMS India city catalog"
"Chhattisgarh","","Bhatapara","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Kandukur","","","","Existing IRTMS India city catalog"
"Telangana","","Sangareddy","","","","Existing IRTMS India city catalog"
"Gujarat","","Unjha","","","","Existing IRTMS India city catalog"
"Mizoram","","Lunglei","","","","Existing IRTMS India city catalog"
"Assam","","Karimganj","","","","Existing IRTMS India city catalog"
"Kerala","Kannur","Kannur","11.8744775","75.3703662","232634","Vynex Indian Cities Geodata"
"Andhra Pradesh","","Bobbili","","","","Existing IRTMS India city catalog"
"Bihar","","Mokameh","","","","Existing IRTMS India city catalog"
"Maharashtra","","Talegaon Dabhade","","","","Existing IRTMS India city catalog"
"Maharashtra","","Anjangaon","","","","Existing IRTMS India city catalog"
"Gujarat","","Mangrol","","","","Existing IRTMS India city catalog"
"Punjab","","Sunam","","","","Existing IRTMS India city catalog"
"West Bengal","","Gangarampur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Thiruvallur","","","","Existing IRTMS India city catalog"
"Kerala","","Tirur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Rath","","","","Existing IRTMS India city catalog"
"Odisha","","Jatani","","","","Existing IRTMS India city catalog"
"Gujarat","","Viramgam","","","","Existing IRTMS India city catalog"
"Rajasthan","","Rajsamand","","","","Existing IRTMS India city catalog"
"Puducherry","","Yanam","","","","Existing IRTMS India city catalog"
"Kerala","Kottayam","Kottayam","9.5915668","76.5221531","129894","Vynex Indian Cities Geodata"
"Tamil Nadu","","Panruti","","","","Existing IRTMS India city catalog"
"Punjab","","Dhuri","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Namakkal","","","","Existing IRTMS India city catalog"
"Kerala","Kasaragod","Kasaragod","12.5102239","74.9851678","192856","Vynex Indian Cities Geodata"
"Gujarat","","Modasa","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Rayadurg","","","","Existing IRTMS India city catalog"
"Bihar","","Supaul","","","","Existing IRTMS India city catalog"
"Kerala","","Kunnamkulam","","","","Existing IRTMS India city catalog"
"Maharashtra","","Umred","","","","Existing IRTMS India city catalog"
"Telangana","","Bellampalle","","","","Existing IRTMS India city catalog"
"Assam","","Sibsagar","","","","Existing IRTMS India city catalog"
"Haryana","","Mandi Dabwali","","","","Existing IRTMS India city catalog"
"Kerala","","Ottappalam","","","","Existing IRTMS India city catalog"
"Bihar","","Dumraon","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Samalkot","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Jaggaiahpet","","","","Existing IRTMS India city catalog"
"Assam","","Goalpara","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Tuni","","","","Existing IRTMS India city catalog"
"Rajasthan","","Lachhmangarh","","","","Existing IRTMS India city catalog"
"Telangana","","Bhongir","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Amalapuram","","","","Existing IRTMS India city catalog"
"Punjab","","Firozpur Cantt.","","","","Existing IRTMS India city catalog"
"Telangana","","Vikarabad","","","","Existing IRTMS India city catalog"
"Kerala","","Thiruvalla","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sherkot","","","","Existing IRTMS India city catalog"
"Maharashtra","","Palghar","","","","Existing IRTMS India city catalog"
"Maharashtra","","Shegaon","","","","Existing IRTMS India city catalog"
"Telangana","","Jangaon","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Bheemunipatnam","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Panna","","","","Existing IRTMS India city catalog"
"Kerala","","Thodupuzha","","","","Existing IRTMS India city catalog"
"Jammu and Kashmir","","KathUrban Agglomeration","","","","Existing IRTMS India city catalog"
"Gujarat","","Palitana","","","","Existing IRTMS India city catalog"
"Bihar","","Arwal","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Venkatagiri","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Kalpi","","","","Existing IRTMS India city catalog"
"Rajasthan","","Rajgarh (Churu)","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Sattenapalle","","","","Existing IRTMS India city catalog"
"Karnataka","","Arsikere","","","","Existing IRTMS India city catalog"
"Maharashtra","","Ozar","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Thirumangalam","","","","Existing IRTMS India city catalog"
"Gujarat","","Petlad","","","","Existing IRTMS India city catalog"
"Rajasthan","","Nasirabad","","","","Existing IRTMS India city catalog"
"Maharashtra","","Phaltan","","","","Existing IRTMS India city catalog"
"West Bengal","","Rampurhat","","","","Existing IRTMS India city catalog"
"Karnataka","","Nanjangud","","","","Existing IRTMS India city catalog"
"Bihar","","Forbesganj","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Tundla","","","","Existing IRTMS India city catalog"
"Bihar","","BhabUrban Agglomeration","","","","Existing IRTMS India city catalog"
"Karnataka","","Sagara","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Pithapuram","","","","Existing IRTMS India city catalog"
"Karnataka","","Sira","","","","Existing IRTMS India city catalog"
"Telangana","","Bhadrachalam","","","","Existing IRTMS India city catalog"
"Haryana","","Charkhi Dadri","","","","Existing IRTMS India city catalog"
"Jharkhand","","Chatra","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Palasa Kasibugga","","","","Existing IRTMS India city catalog"
"Rajasthan","","Nohar","","","","Existing IRTMS India city catalog"
"Maharashtra","","Yevla","","","","Existing IRTMS India city catalog"
"Punjab","","Sirhind Fatehgarh Sahib","","","","Existing IRTMS India city catalog"
"Telangana","","Bhainsa","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Parvathipuram","","","","Existing IRTMS India city catalog"
"Maharashtra","","Shahade","","","","Existing IRTMS India city catalog"
"Kerala","","Chalakudy","","","","Existing IRTMS India city catalog"
"Bihar","","Narkatiaganj","","","","Existing IRTMS India city catalog"
"Gujarat","","Kapadvanj","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Macherla","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Raghogarh-Vijaypur","","","","Existing IRTMS India city catalog"
"Punjab","","Rupnagar","","","","Existing IRTMS India city catalog"
"Bihar","","Naugachhia","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sendhwa","","","","Existing IRTMS India city catalog"
"Odisha","","Byasanagar","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sandila","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Gooty","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Salur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Nanpara","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sardhana","","","","Existing IRTMS India city catalog"
"Maharashtra","","Vita","","","","Existing IRTMS India city catalog"
"Jharkhand","","Gumia","","","","Existing IRTMS India city catalog"
"Karnataka","","Puttur","","","","Existing IRTMS India city catalog"
"Punjab","","Jalandhar Cantt.","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Nehtaur","","","","Existing IRTMS India city catalog"
"Kerala","","Changanassery","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Mandapeta","","","","Existing IRTMS India city catalog"
"Jharkhand","","Dumka","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Seohara","","","","Existing IRTMS India city catalog"
