state,district,city_name,latitude,longitude,population,source
"Maharashtra","","Umarkhed","","","","Existing IRTMS India city catalog"
"Jharkhand","","Madhupur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Vikramasingapuram","","","","Existing IRTMS India city catalog"
"Kerala","","Punalur","","","","Existing IRTMS India city catalog"
"Odisha","","Kendrapara","","","","Existing IRTMS India city catalog"
"Gujarat","","Sihor","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Nellikuppam","","","","Existing IRTMS India city catalog"
"Punjab","","Samana","","","","Existing IRTMS India city catalog"
"Maharashtra","","Warora","","","","Existing IRTMS India city catalog"
"Kerala","","Nilambur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Rasipuram","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Ramnagar","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Jammalamadugu","","","","Existing IRTMS India city catalog"
"Punjab","","Nawanshahr","","","","Existing IRTMS India city catalog"
"Manipur","","Thoubal","","","","Existing IRTMS India city catalog"
"Karnataka","","Athni","","","","Existing IRTMS India city catalog"
"Kerala","","Cherthala","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sidhi","","","","Existing IRTMS India city catalog"
"Telangana","","Farooqnagar","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Peddapuram","","","","Existing IRTMS India city catalog"
"Jharkhand","Dhanbad","Chirkunda","23.747887","86.7868768","118822","Vynex Indian Cities Geodata"
"Maharashtra","","Pachora","","","","Existing IRTMS India city catalog"
"Bihar","","Madhepura","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Pithoragarh","","","","Existing IRTMS India city catalog"
"Maharashtra","","Tumsar","","","","Existing IRTMS India city catalog"
"Rajasthan","","Phalodi","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tiruttani","","","","Existing IRTMS India city catalog"
"Punjab","","Rampura Phul","","","","Existing IRTMS India city catalog"
"Kerala","","Perinthalmanna","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Padrauna","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Pipariya","","","","Existing IRTMS India city catalog"
"Chhattisgarh","","Dalli-Rajhara","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Punganur","","","","Existing IRTMS India city catalog"
"Kerala","","Mattannur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","Mathura","Mathura","27.4924134","77.673673","454937","Vynex Indian Cities Geodata"
"Uttar Pradesh","","Thakurdwara","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Nandivaram-Guduvancheri","","","","Existing IRTMS India city catalog"
"Karnataka","","Mulbagal","","","","Existing IRTMS India city catalog"
"Maharashtra","","Manjlegaon","","","","Existing IRTMS India city catalog"
"Gujarat","","Wankaner","","","","Existing IRTMS India city catalog"
"Maharashtra","","Sillod","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Nidadavole","","","","Existing IRTMS India city catalog"
"Karnataka","","Surapura","","","","Existing IRTMS India city catalog"
"Odisha","","Rajagangapur","","","","Existing IRTMS India city catalog"
"Bihar","","Sheikhpura","","","","Existing IRTMS India city catalog"
"Odisha","","Parlakhemundi","","","","Existing IRTMS India city catalog"
"West Bengal","","Kalimpong","","","","Existing IRTMS India city catalog"
"Karnataka","","Siruguppa","","","","Existing IRTMS India city catalog"
"Maharashtra","","Arvi","","","","Existing IRTMS India city catalog"
"Gujarat","","Limbdi","","","","Existing IRTMS India city catalog"
"Assam","","Barpeta","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Manglaur","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Repalle","","","","Existing IRTMS India city catalog"
"Karnataka","","Mudhol","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Shujalpur","","","","Existing IRTMS India city catalog"
"Gujarat","","Mandvi","","","","Existing IRTMS India city catalog"
"Gujarat","","Thangadh","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sironj","","","","Existing IRTMS India city catalog"
"Maharashtra","","Nandura","","","","Existing IRTMS India city catalog"
"Kerala","","Shoranur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Nathdwara","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Periyakulam","","","","Existing IRTMS India city catalog"
"Bihar","","Sultanganj","","","","Existing IRTMS India city catalog"
"Telangana","","Medak","","","","Existing IRTMS India city catalog"
"Telangana","","Narayanpet","","","","Existing IRTMS India city catalog"
"Bihar","","Raxaul Bazar","","","","Existing IRTMS India city catalog"
"Jammu and Kashmir","","Rajauri","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Pernampattu","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Nainital","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Ramachandrapuram","","","","Existing IRTMS India city catalog"
"Maharashtra","","Vaijapur","","","","Existing IRTMS India city catalog"
"Punjab","","Nangal","","","","Existing IRTMS India city catalog"
"Karnataka","","Sidlaghatta","","","","Existing IRTMS India city catalog"
"Jammu and Kashmir","","Punch","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Pandhurna","","","","Existing IRTMS India city catalog"
"Maharashtra","","Wadgaon Road","","","","Existing IRTMS India city catalog"
"Odisha","","Talcher","","","","Existing IRTMS India city catalog"
"Kerala","","Varkala","","","","Existing IRTMS India city catalog"
"Rajasthan","","Pilani","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Nowgong","","","","Existing IRTMS India city catalog"
"Chhattisgarh","","Naila Janjgir","","","","Existing IRTMS India city catalog"
"Goa","","Mapusa","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Vellakoil","","","","Existing IRTMS India city catalog"
"Rajasthan","","Merta City","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Sivaganga","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Mandideep","","","","Existing IRTMS India city catalog"
"Maharashtra","","Sailu","","","","Existing IRTMS India city catalog"
"Gujarat","","Vyara","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Kovvur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Vadalur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Nawabganj","","","","Existing IRTMS India city catalog"
"Gujarat","","Padra","","","","Existing IRTMS India city catalog"
"West Bengal","","Sainthia","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Siana","","","","Existing IRTMS India city catalog"
"Karnataka","","Shahpur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sojat","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Noorpur","","","","Existing IRTMS India city catalog"
"Kerala","","Paravoor","","","","Existing IRTMS India city catalog"
"Maharashtra","","Murtijapur","","","","Existing IRTMS India city catalog"
"Bihar","","Ramnagar","","","","Existing IRTMS India city catalog"
"Odisha","","Sundargarh","","","","Existing IRTMS India city catalog"
"West Bengal","","Taki","","","","Existing IRTMS India city catalog"
"Karnataka","","Saundatti-Yellamma","","","","Existing IRTMS India city catalog"
"Kerala","","Pathanamthitta","","","","Existing IRTMS India city catalog"
"Karnataka","","Wadi","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Rameshwaram","","","","Existing IRTMS India city catalog"
"Maharashtra","","Tasgaon","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sikandra Rao","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sihora","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tiruvethipuram","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Tiruvuru","","","","Existing IRTMS India city catalog"
"Maharashtra","","Mehkar","","","","Existing IRTMS India city catalog"
"Kerala","","Peringathur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Perambalur","","","","Existing IRTMS India city catalog"
"Karnataka","","Manvi","","","","Existing IRTMS India city catalog"
"Nagaland","","Zunheboto","","","","Existing IRTMS India city catalog"
"Bihar","","Mahnar Bazar","","","","Existing IRTMS India city catalog"
"Kerala","","Attingal","","","","Existing IRTMS India city catalog"
"Haryana","","Shahbad","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Puranpur","","","","Existing IRTMS India city catalog"
"Karnataka","","Nelamangala","","","","Existing IRTMS India city catalog"
"Punjab","","Nakodar","","","","Existing IRTMS India city catalog"
"Gujarat","","Lunawada","","","","Existing IRTMS India city catalog"
"West Bengal","","Murshidabad","","","","Existing IRTMS India city catalog"
"Puducherry","","Mahe","","","","Existing IRTMS India city catalog"
"Assam","","Lanka","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Rudauli","","","","Existing IRTMS India city catalog"
"Nagaland","","Tuensang","","","","Existing IRTMS India city catalog"
"Karnataka","","Lakshmeshwar","","","","Existing IRTMS India city catalog"
"Punjab","","Zira","","","","Existing IRTMS India city catalog"
"Maharashtra","","Yawal","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Thana Bhawan","","","","Existing IRTMS India city catalog"
"Karnataka","","Ramdurg","","","","Existing IRTMS India city catalog"
"Maharashtra","","Pulgaon","","","","Existing IRTMS India city catalog"
"Telangana","","Sadasivpet","","","","Existing IRTMS India city catalog"
"Karnataka","","Nargund","","","","Existing IRTMS India city catalog"
"Rajasthan","","Neem-Ka-Thana","","","","Existing IRTMS India city catalog"
"West Bengal","","Memari","","","","Existing IRTMS India city catalog"
"Maharashtra","","Nilanga","","","","Existing IRTMS India city catalog"
"Arunachal Pradesh","","Naharlagun","","","","Existing IRTMS India city catalog"
"Jharkhand","","Pakaur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Wai","","","","Existing IRTMS India city catalog"
"Karnataka","","Tarikere","","","","Existing IRTMS India city catalog"
"Karnataka","","Malavalli","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Raisen","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Lahar","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Uravakonda","","","","Existing IRTMS India city catalog"
"Karnataka","","Savanur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sirohi","","","","Existing IRTMS India city catalog"
"Jammu and Kashmir","","Udhampur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Umarga","","","","Existing IRTMS India city catalog"
"Rajasthan","","Pratapgarh","","","","Existing IRTMS India city catalog"
"Karnataka","","Lingsugur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Usilampatti","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Palia Kalan","","","","Existing IRTMS India city catalog"
"Nagaland","","Wokha","","","","Existing IRTMS India city catalog"
"Gujarat","","Rajpipla","","","","Existing IRTMS India city catalog"
"Karnataka","","Vijayapura","","","","Existing IRTMS India city catalog"
"Rajasthan","","Rawatbhata","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sangaria","","","","Existing IRTMS India city catalog"
"Maharashtra","","Paithan","","","","Existing IRTMS India city catalog"
"Maharashtra","","Rahuri","","","","Existing IRTMS India city catalog"
"Punjab","","Patti","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Zaidpur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Lalsot","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Maihar","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Vedaranyam","","","","Existing IRTMS India city catalog"
"Maharashtra","","Nawapur","","","","Existing IRTMS India city catalog"
"Himachal Pradesh","","Solan","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sanawad","","","","Existing IRTMS India city catalog"
"Bihar","","Warisaliganj","","","","Existing IRTMS India city catalog"
"Bihar","","Revelganj","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sabalgarh","","","","Existing IRTMS India city catalog"
"Maharashtra","","Tuljapur","","","","Existing IRTMS India city catalog"
"Jharkhand","","Simdega","","","","Existing IRTMS India city catalog"
"Jharkhand","","Musabani","","","","Existing IRTMS India city catalog"
"Kerala","","Kodungallur","","","","Existing IRTMS India city catalog"
"Odisha","","Phulabani","","","","Existing IRTMS India city catalog"
"Gujarat","","Umreth","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Narsipatnam","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Nautanwa","","","","Existing IRTMS India city catalog"
"Bihar","","Rajgir","","","","Existing IRTMS India city catalog"
"Telangana","","Yellandu","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Sathyamangalam","","","","Existing IRTMS India city catalog"
"Rajasthan","","Pilibanga","","","","Existing IRTMS India city catalog"
"Maharashtra","","Morshi","","","","Existing IRTMS India city catalog"
"Haryana","","Pehowa","","","","Existing IRTMS India city catalog"
"Bihar","","Sonepur","","","","Existing IRTMS India city catalog"
"Kerala","","Pappinisseri","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Zamania","","","","Existing IRTMS India city catalog"
"Jharkhand","","Mihijam","","","","Existing IRTMS India city catalog"
"Maharashtra","","Purna","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Puliyankudi","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Shikarpur, Bulandshahr","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Umaria","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Porsa","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Naugawan Sadat","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Fatehpur Sikri","","","","Existing IRTMS India city catalog"
"Telangana","","Manuguru","","","","Existing IRTMS India city catalog"
"Tripura","","Udaipur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Pipar City","","","","Existing IRTMS India city catalog"
"Odisha","","Pattamundai","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Nanjikottai","","","","Existing IRTMS India city catalog"
"Rajasthan","","Taranagar","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Yerraguntla","","","","Existing IRTMS India city catalog"
"Maharashtra","","Satana","","","","Existing IRTMS India city catalog"
"Bihar","","Sherghati","","","","Existing IRTMS India city catalog"
"Karnataka","","Sankeshwara","","","","Existing IRTMS India city catalog"
"Karnataka","","Madikeri","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Thuraiyur","","","","Existing IRTMS India city catalog"
"Gujarat","","Sanand","","","","Existing IRTMS India city catalog"
"Gujarat","","Rajula","","","","Existing IRTMS India city catalog"
"Telangana","","Kyathampalle","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Shahabad, Rampur","","","","Existing IRTMS India city catalog"
"Chhattisgarh","","Tilda Newra","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Narsinghgarh","","","","Existing IRTMS India city catalog"
"Kerala","","Chittur-Thathamangalam","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Malaj Khand","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sarangpur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Robertsganj","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Sirkali","","","","Existing IRTMS India city catalog"
"Gujarat","","Radhanpur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tiruchendur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Utraula","","","","Existing IRTMS India city catalog"
"Jharkhand","","Patratu","","","","Existing IRTMS India city catalog"
"Rajasthan","","Vijainagar, Ajmer","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Periyasemur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Pathri","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sadabad","","","","Existing IRTMS India city catalog"
"Karnataka","","Talikota","","","","Existing IRTMS India city catalog"
"Maharashtra","","Sinnar","","","","Existing IRTMS India city catalog"
"Chhattisgarh","","Mungeli","","","","Existing IRTMS India city catalog"
"Karnataka","","Sedam","","","","Existing IRTMS India city catalog"
"Karnataka","","Shikaripur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sumerpur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Sattur","","","","Existing IRTMS India city catalog"
"Bihar","","Sugauli","","","","Existing IRTMS India city catalog"
"Assam","","Lumding","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Vandavasi","","","","Existing IRTMS India city catalog"
"Odisha","","Titlagarh","","","","Existing IRTMS India city catalog"
"Maharashtra","","Uchgaon","","","","Existing IRTMS India city catalog"
"Nagaland","","Mokokchung","","","","Existing IRTMS India city catalog"
"West Bengal","","Paschim Punropara","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sagwara","","","","Existing IRTMS India city catalog"
"Rajasthan","","Ramganj Mandi","","","","Existing IRTMS India city catalog"
"West Bengal","","Tarakeswar","","","","Existing IRTMS India city catalog"
"Karnataka","","Mahalingapura","","","","Existing IRTMS India city catalog"
"Tripura","","Dharmanagar","","","","Existing IRTMS India city catalog"
"Gujarat","","Mahemdabad","","","","Existing IRTMS India city catalog"
"Chhattisgarh","","Manendragarh","","","","Existing IRTMS India city catalog"
"Maharashtra","","Uran","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tharamangalam","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tirukkoyilur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Pen","","","","Existing IRTMS India city catalog"
"Bihar","","Makhdumpur","","","","Existing IRTMS India city catalog"
"Bihar","","Maner","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Oddanchatram","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Palladam","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Mundi","","","","Existing IRTMS India city catalog"
"Odisha","","Nabarangapur","","","","Existing IRTMS India city catalog"
"Karnataka","","Mudalagi","","","","Existing IRTMS India city catalog"
"Haryana","","Samalkha","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Nepanagar","","","","Existing IRTMS India city catalog"
"Maharashtra","","Karjat","","","","Existing IRTMS India city catalog"
"Gujarat","","Ranavav","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Pedana","","","","Existing IRTMS India city catalog"
"Haryana","","Pinjore","","","","Existing IRTMS India city catalog"
"Rajasthan","","Lakheri","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Pasan","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Puttur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Vadakkuvalliyur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Tirukalukundram","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Mahidpur","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Mussoorie","","","","Existing IRTMS India city catalog"
"Kerala","","Muvattupuzha","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Rasra","","","","Existing IRTMS India city catalog"
"Rajasthan","","Udaipurwati","","","","Existing IRTMS India city catalog"
"Maharashtra","","Manwath","","","","Existing IRTMS India city catalog"
"Kerala","","Adoor","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Uthamapalayam","","","","Existing IRTMS India city catalog"
"Maharashtra","","Partur","","","","Existing IRTMS India city catalog"
"Himachal Pradesh","","Nahan","","","","Existing IRTMS India city catalog"
"Haryana","","Ladwa","","","","Existing IRTMS India city catalog"
"Assam","","Mankachar","","","","Existing IRTMS India city catalog"
"Meghalaya","","Nongstoin","","","","Existing IRTMS India city catalog"
"Rajasthan","","Losal","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sri Madhopur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Ramngarh","","","","Existing IRTMS India city catalog"
"Kerala","","Mavelikkara","","","","Existing IRTMS India city catalog"
"Rajasthan","","Rawatsar","","","","Existing IRTMS India city catalog"
"Rajasthan","","Rajakhera","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Lar","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Lal Gopalganj Nindaura","","","","Existing IRTMS India city catalog"
"Karnataka","","Muddebihal","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sirsaganj","","","","Existing IRTMS India city catalog"
"Rajasthan","","Shahpura","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Surandai","","","","Existing IRTMS India city catalog"
"Maharashtra","","Sangole","","","","Existing IRTMS India city catalog"
"Karnataka","","Pavagada","","","","Existing IRTMS India city catalog"
"Gujarat","","Tharad","","","","Existing IRTMS India city catalog"
"Gujarat","","Mansa","","","","Existing IRTMS India city catalog"
"Gujarat","","Umbergaon","","","","Existing IRTMS India city catalog"
"Kerala","","Mavoor","","","","Existing IRTMS India city catalog"
"Assam","","Nalbari","","","","Existing IRTMS India city catalog"
"Gujarat","","Talaja","","","","Existing IRTMS India city catalog"
"Karnataka","","Malur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Mangrulpir","","","","Existing IRTMS India city catalog"
"Odisha","","Soro","","","","Existing IRTMS India city catalog"
"Gujarat","","Vadnagar","","","","Existing IRTMS India city catalog"
"Rajasthan","","Raisinghnagar","","","","Existing IRTMS India city catalog"
"Karnataka","","Sindhagi","","","","Existing IRTMS India city catalog"
"Karnataka","","Sanduru","","","","Existing IRTMS India city catalog"
"Haryana","","Sohna","","","","Existing IRTMS India city catalog"
"Gujarat","","Manavadar","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Pihani","","","","Existing IRTMS India city catalog"
"Haryana","","Safidon","","","","Existing IRTMS India city catalog"
"Maharashtra","","Risod","","","","Existing IRTMS India city catalog"
"Bihar","","Rosera","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Sankari","","","","Existing IRTMS India city catalog"
"Rajasthan","","Malpura","","","","Existing IRTMS India city catalog"
"West Bengal","","Sonamukhi","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Shamsabad, Agra","","","","Existing IRTMS India city catalog"
"Bihar","","Nokha","","","","Existing IRTMS India city catalog"
"West Bengal","","PandUrban Agglomeration","","","","Existing IRTMS India city catalog"
"West Bengal","","Mainaguri","","","","Existing IRTMS India city catalog"
"Karnataka","","Afzalpur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Shirur","","","","Existing IRTMS India city catalog"
"Gujarat","","Salaya","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Shenkottai","","","","Existing IRTMS India city catalog"
"Tripura","","Pratapgarh","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Vadipatti","","","","Existing IRTMS India city catalog"
"Telangana","","Nagarkurnool","","","","Existing IRTMS India city catalog"
"Maharashtra","","Savner","","","","Existing IRTMS India city catalog"
"Maharashtra","","Sasvad","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Rudrapur","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Soron","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Sholingur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Pandharkaoda","","","","Existing IRTMS India city catalog"
"Kerala","","Perumbavoor","","","","Existing IRTMS India city catalog"
"Karnataka","","Maddur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Nadbai","","","","Existing IRTMS India city catalog"
"Maharashtra","","Talode","","","","Existing IRTMS India city catalog"
"Maharashtra","","Shrigonda","","","","Existing IRTMS India city catalog"
"Karnataka","","Madhugiri","","","","Existing IRTMS India city catalog"
"Karnataka","","Tekkalakote","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Seoni-Malwa","","","","Existing IRTMS India city catalog"
"Maharashtra","","Shirdi","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","SUrban Agglomerationr","","","","Existing IRTMS India city catalog"
"Karnataka","","Terdal","","","","Existing IRTMS India city catalog"
"Maharashtra","","Raver","","","","Existing IRTMS India city catalog"
"Haryana","","Taraori","","","","Existing IRTMS India city catalog"
"Maharashtra","","Mukhed","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Manachanallur","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Rehli","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sanchore","","","","Existing IRTMS India city catalog"
"Maharashtra","","Rajura","","","","Existing IRTMS India city catalog"
"Bihar","","Piro","","","","Existing IRTMS India city catalog"
"Karnataka","","Mudabidri","","","","Existing IRTMS India city catalog"
"Maharashtra","","Vadgaon Kasba","","","","Existing IRTMS India city catalog"
"Rajasthan","","Nagar","","","","Existing IRTMS India city catalog"
"Gujarat","","Vijapur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Viswanatham","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Polur","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Panagudi","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Manawar","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Tehri","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Samdhan","","","","Existing IRTMS India city catalog"
"Gujarat","","Pardi","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Rahatgarh","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Panagar","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Uthiramerur","","","","Existing IRTMS India city catalog"
"Maharashtra","","Tirora","","","","Existing IRTMS India city catalog"
"Assam","","Rangia","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sahjanwa","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Wara Seoni","","","","Existing IRTMS India city catalog"
"Karnataka","","Magadi","","","","Existing IRTMS India city catalog"
"Rajasthan","","Rajgarh (Alwar)","","","","Existing IRTMS India city catalog"
"Bihar","","Rafiganj","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Tarana","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Rampur Maniharan","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sheoganj","","","","Existing IRTMS India city catalog"
"Punjab","","Raikot","","","","Existing IRTMS India city catalog"
"Uttarakhand","","Pauri","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Sumerpur","","","","Existing IRTMS India city catalog"
"Karnataka","","Navalgund","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Shahganj","","","","Existing IRTMS India city catalog"
"Bihar","","Marhaura","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Tulsipur","","","","Existing IRTMS India city catalog"
"Rajasthan","","Sadri","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Thiruthuraipoondi","","","","Existing IRTMS India city catalog"
"Karnataka","","Shiggaon","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Pallapatti","","","","Existing IRTMS India city catalog"
"Haryana","","Mahendragarh","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Sausar","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Ponneri","","","","Existing IRTMS India city catalog"
"Maharashtra","","Mahad","","","","Existing IRTMS India city catalog"
"Jharkhand","","Lohardaga","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","Tirwaganj","","","","Existing IRTMS India city catalog"
"Assam","","Margherita","","","","Existing IRTMS India city catalog"
"Himachal Pradesh","","Sundarnagar","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Rajgarh","","","","Existing IRTMS India city catalog"
"Assam","","Mangaldoi","","","","Existing IRTMS India city catalog"
"Andhra Pradesh","","Renigunta","","","","Existing IRTMS India city catalog"
"Punjab","","Longowal","","","","Existing IRTMS India city catalog"
"Haryana","","Ratia","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Lalgudi","","","","Existing IRTMS India city catalog"
"Karnataka","","Shrirangapattana","","","","Existing IRTMS India city catalog"
"Madhya Pradesh","","Niwari","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Natham","","","","Existing IRTMS India city catalog"
"Tamil Nadu","","Unnamalaikadai","","","","Existing IRTMS India city catalog"
"Uttar Pradesh","","PurqUrban Agglomerationzi","","","","Existing IRTMS India city catalog"
