state,district,city_or_town,latitude,longitude,population,source,location_type
"Gujarat","Vadodara","Vadodara","22.3071588","73.1812187","1670806","Vynex Indian Cities Geodata","City/Town"
"Gujarat","Valsad","Valsad","20.5992349","72.9342451","114636","Vynex Indian Cities Geodata","City/Town"
"Gujarat","Valsad","Vapi","20.3893155","72.9106202","163630","Vynex Indian Cities Geodata","City/Town"
"Gujarat","Gir Somnath","Veraval","20.91424","70.3611","154636","Vynex Indian Cities Geodata","City/Town"
"Gujarat","","Vijapur","","","","Existing IRTMS India city catalog","City/Town"
"Gujarat","","Viramgam","","","","Existing IRTMS India city catalog","City/Town"
"Gujarat","","Visnagar","","","","Existing IRTMS India city catalog","City/Town"
"Gujarat","","Vyara","","","","Existing IRTMS India city catalog","City/Town"
"Gujarat","","Wadhwan","","","","Existing IRTMS India city catalog","City/Town"
"Gujarat","","Wankaner","","","","Existing IRTMS India city catalog","City/Town"
