state,district,city_or_town,latitude,longitude,population,source,location_type
"Dadra and Nagar Haveli and Daman and Diu","Daman","Daman","20.3973736","72.8327991","191173","Vynex Indian Cities Geodata","City/Town"
"Dadra and Nagar Haveli and Daman and Diu","Dadra and Nagar Haveli","Silvassa","20.2762659","73.0083061","98265","Vynex Indian Cities Geodata","City/Town"
