state,district,city_or_town,latitude,longitude,population,source,location_type
"Delhi","Delhi","Delhi","28.6139391","77.2090212","16314838","Vynex Indian Cities Geodata","City/Town"
"Delhi","","New Delhi","","","","Existing IRTMS India city catalog","City/Town"
