state,district,city_or_town,latitude,longitude,population,source,location_type
"Rajasthan","","Sadulshahar","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Sagwara","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Sambhar","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Sanchore","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Sangaria","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","Churu","Sardarshahar","28.440419","74.493705","95911","Vynex Indian Cities Geodata","City/Town"
"Rajasthan","Sawai Madhopur","Sawai Madhopur","26.0377772","76.3521514","121106","Vynex Indian Cities Geodata","City/Town"
"Rajasthan","","Shahpura","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Sheoganj","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","Sikar","Sikar","27.6094","75.139911","244497","Vynex Indian Cities Geodata","City/Town"
"Rajasthan","","Sirohi","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Sojat","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","Sri Ganganagar","Sri Ganganagar","29.912527","73.875212","249914","Vynex Indian Cities Geodata","City/Town"
"Rajasthan","","Sri Madhopur","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","Churu","Sujangarh","27.7044756","74.4642861","101528","Vynex Indian Cities Geodata","City/Town"
"Rajasthan","","Sumerpur","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Suratgarh","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Takhatgarh","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Taranagar","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Todabhim","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Todaraisingh","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","Tonk","Tonk","26.1620402","75.7894716","165294","Vynex Indian Cities Geodata","City/Town"
"Rajasthan","Udaipur","Udaipur","24.595745","73.694395","474531","Vynex Indian Cities Geodata","City/Town"
"Rajasthan","","Udaipurwati","","","","Existing IRTMS India city catalog","City/Town"
"Rajasthan","","Vijainagar, Ajmer","","","","Existing IRTMS India city catalog","City/Town"
